"Week Ending","Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Provider Phone Number",County,"Submitted Data","Passed Quality Assurance Check","Residents Weekly Admissions COVID-19","Residents Total Admissions COVID-19","Residents Weekly Confirmed COVID-19","Residents Total Confirmed COVID-19","Residents Weekly All Deaths","Residents Total All Deaths","Residents Weekly COVID-19 Deaths","Residents Total COVID-19 Deaths","Number of All Beds","Total Number of Occupied Beds","Staff Weekly Confirmed COVID-19","Staff Total Confirmed COVID-19","Staff Weekly COVID-19 Deaths","Staff Total COVID-19 Deaths","Shortage of Nursing Staff","Shortage of Clinical Staff","Shortage of Aides","Shortage of Other Staff","Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Three or More Confirmed COVID-19 Cases This Week","Initial Confirmed COVID-19 Case This Week","Number of Residents with a New Positive COVID-19 Test Result","Number of Residents with New Influenza","Number of Staff and/or Personnel with a New Positive COVID-19 Test Result","Number of Staff and/or Personnel with New Influenza","Able to Test or Obtain Resources to Test All Residents, Staff, and/or Personnel","Facility No Longer Has Supply Items in 7 Days","N95 Respirator No Longer Available in 7 Days","Face Masks No Longer Available in 7 Days","Eye Protection No Longer Available in 7 Days","Gowns No Longer Available in 7 Days","Gloves No Longer Available in 7 Days","Number of Residents Not Vaccinated with COVID-19 Vaccine or who Received COVID-19 Vaccine Dose 1, 13 Days or Less Before Positive Test","Number of Residents who Received COVID-19 Vaccine Dose 1 Only, 14 Days or More Before Positive Test","Number of Residents who Received COVID-19 Vaccine Doses 1 and 2, 14 Days or More Before Positive Test","Number of Residents who Received a COVID-19 Vaccine Booster, 14 Days or More Before Positive Test","Therapeutic Bamlanivimab: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Bamlanivimab: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Casirivimab plus Imdevimab: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Casirivimab plus Imdevimab: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Bamlanivimab plus Etesevimab: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Bamlanivimab plus Etesevimab: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Sotrovimab: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Sotrovimab: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Evusheld: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Evusheld: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Molnupiravir: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Molnupiravir: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Paxlovid: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Paxlovid: Number of Residents Treated from Stock Stored at Another Facility","Therapeutic Bebtelovimab: Number of Residents Treated from Stock Stored at This Facility","Therapeutic Bebtelovimab: Number of Residents Treated from Stock Stored at Another Facility","Number of Residents Staying in this Facility for At Least 1 Day This Week","Number of Residents Staying in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time","Number of Residents Staying in this Facility for At Least 1 Day This Week who Received a Partial COVID-19 Vaccination at Any Time","Number of Residents Staying in this Facility for At Least 1 Day This Week with a Medical Contraindication to a COVID-19 Vaccine at Any Time","Number of Residents Staying in this Facility for At Least 1 Day This Week who were Offered but Declined a COVID-19 Vaccine at Any Time","Number of Residents Staying in this Facility for At Least 1 Day This Week with an Unknown COVID-19 Vaccination Status at Any Time","Recent Percentage of Current Residents who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Residents who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Residents who Received a Partial COVID-19 Vaccination at Any Time","Percentage of Current Residents who Received a Completed or Partial COVID-19 Vaccination at Any Time","Percentage of Current Residents with No Medical Contraindications who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Residents with No Medical Contraindications who Received a Partial COVID-19 Vaccination at Any Time","Percentage of Current Residents with No Medical Contraindications who Received a Completed or Partial COVID-19 Vaccination at Any Time","Percentage of Current Residents with No Medical Contraindications who Received a Completed COVID-19 Vaccination, Excluding Declinations from Eligible Residents at Any Time","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Partial COVID-19 Vaccination at Any Time","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week with a Medical Contraindication to a COVID-19 Vaccine at Any Time","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who were Offered but Declined a COVID-19 Vaccine at Any Time","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week with an Unknown COVID-19 Vaccination Status at Any Time","Recent Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel who Received a Partial COVID-19 Vaccination at Any Time","Recent Percentage of Current Healthcare Personnel who Received a Completed or Partial COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel who Received a Completed or Partial COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel with No Medical Contraindications who Received a Completed COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel with No Medical Contraindications who Received a Partial COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel with No Medical Contraindications who Received a Completed or Partial COVID-19 Vaccination at Any Time","Percentage of Current Healthcare Personnel with No Medical Contraindications who Received a Completed COVID-19 Vaccination, Excluding Declinations from Eligible Personnel at Any Time","Number of Residents with a Completed Vaccination Staying in this Facility for At Least 1 Day This Week who Received a COVID-19 Vaccine Booster at Any Time","Recent Percentage of Current Residents with a Completed Vaccination who Received a COVID-19 Vaccine Booster at Any Time","Percentage of Current Residents with a Completed Vaccination who Received a COVID-19 Vaccine Booster at Any Time","Number of Healthcare Personnel with a Completed Vaccination Staying in this Facility for At Least 1 Day This Week who Received a COVID-19 Vaccine Booster at Any Time","Recent Percentage of Current Healthcare Personnel with a Completed Vaccination who Received a COVID-19 Vaccine Booster at Any Time","Percentage of Current Healthcare Personnel with a Completed Vaccination who Received a COVID-19 Vaccine Booster at Any Time"
2022-06-19,115002,"A.G. RHODES HOME WESLEY WOODS","1819 CLIFTON ROAD, N.E.",ATLANTA,GA,30329,4043150900,DeKalb,Y,Y,0,17,0,151,1,88,0,7,150,115,2,125,0,0,"","","","",0,0,1313.04,60.87,N,N,0,0,2,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,112,0,0,2,0,98.246,98.246,0,98.246,98.246,0,98.246,100,223,221,0,0,2,0,99.103,99.103,0,99.103,99.103,99.103,0,99.103,100,97,86.607,86.607,99,44.796,44.796
2022-06-19,115004,"MAGNOLIA MANOR METHODIST NSG C","2001 SOUTH LEE STREET",AMERICUS,GA,31709,2299249352,Sumter,Y,Y,0,16,0,84,0,59,0,9,238,114,0,115,0,0,Y,N,Y,N,0,0,736.84,78.95,N,N,0,0,0,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,105,0,0,9,0,92.105,92.105,0,92.105,92.105,0,92.105,100,178,167,1,3,7,0,93.82,93.82,0.562,94.382,94.382,95.429,0.571,96,99.405,96,91.429,91.429,73,43.713,43.713
2022-06-19,115005,"PARK PLACE NURSING FACILITY","1865 BOLD SPRINGS ROAD",MONROE,GA,30655,7702678677,Walton,Y,Y,0,36,0,182,0,159,0,42,165,161,3,133,0,0,"","","","",0,0,1130.43,260.87,N,N,0,0,3,1,Y,N,"","","","","","","","","","","","","","","","","","","","","","","","","",161,150,2,1,8,0,93.168,93.168,1.242,94.41,93.75,1.25,95,98.684,248,207,1,1,39,0,83.468,83.468,0.403,83.871,83.871,83.806,0.405,84.211,99.519,150,100,100,52,25.121,25.121
2022-06-19,115012,"NORTH DECATUR HEALTH AND REHABILITATION CENTER","2787 NORTH DECATUR ROAD",DECATUR,GA,30033,4042920626,DeKalb,Y,Y,0,8,0,71,0,41,0,7,73,62,1,44,0,0,"","","","",0,0,1145.16,112.9,N,N,0,0,1,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,0,0,4,0,93.548,93.548,0,93.548,93.548,0,93.548,100,85,77,0,0,8,0,90.588,90.588,0,90.588,90.588,90.588,0,90.588,100,58,100,100,7,9.091,9.091
2022-06-19,115020,"BELL MINOR HOME, THE","2200 OLD HAMILTON PLACE NE",GAINESVILLE,GA,30507,7705322066,Hall,Y,Y,0,22,0,117,1,104,0,15,104,94,0,84,0,0,"","","","",0,0,1244.68,159.57,N,N,0,0,0,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",79.412,"","","","","","","","","","","","","",78.667,"","",80,"","","","","","",75.309,"","",40.678,""
2022-06-19,115022,"WILLIAM BREMAN JEWISH HOME, THE","3150 HOWELL MILL ROAD N.W.",ATLANTA,GA,30327,4043518410,Fulton,Y,Y,1,107,0,81,1,45,0,13,96,82,2,97,0,0,"","","","",0,0,987.8,158.54,N,N,0,0,2,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","",100,"","","","","","","","","","","","","",96.698,"","",97.17,"","","","","","",97.674,"","",40.976,""
2022-06-19,115025,"GLENWOOD HEALTH AND REHABILITATION CENTER","4115 GLENWOOD RD",DECATUR,GA,30032,4042846414,DeKalb,Y,Y,2,13,0,198,0,80,0,18,225,189,2,128,0,0,"","","","",0,0,1047.62,95.24,N,N,0,0,2,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,145,6,0,38,0,76.72,76.72,3.175,79.894,76.72,3.175,79.894,96.026,252,188,8,0,56,0,74.603,74.603,3.175,77.778,77.778,74.603,3.175,77.778,95.918,126,86.897,86.897,86,45.745,45.745
2022-06-19,115039,"MILLER NURSING HOME","206 GRACE ST",COLQUITT,GA,39837,2297584270,Miller,Y,Y,0,16,1,56,1,136,0,0,157,145,0,164,0,0,Y,N,Y,N,6.9,0,386.21,0,N,N,1,0,0,0,Y,N,"","","","","",0,0,1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,102,1,0,42,0,70.345,70.345,0.69,71.034,70.345,0.69,71.034,99.029,251,241,6,4,0,0,96.016,96.016,2.39,98.406,98.406,97.571,2.429,100,97.571,79,77.451,77.451,94,39.004,39.004
2022-06-19,115040,"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE","110 PARK CITY ROAD",ROSSVILLE,GA,30741,7068585000,Catoosa,Y,Y,0,16,0,59,0,60,0,10,125,124,0,61,0,0,"","","","",0,0,475.81,80.65,N,N,0,0,0,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,100,100,0,100,100,0,100,100,174,174,0,0,0,0,100,100,0,100,100,100,0,100,100,125,100,100,171,98.276,98.276
2022-06-19,115044,"AZALEA HEALTH CENTER BY HARBORVIEW","1600 ANTHONY ROAD",AUGUSTA,GA,30904,7067383301,Richmond,Y,Y,0,5,0,81,0,61,0,4,99,81,0,60,0,0,"","","","",0,0,1000,49.38,N,N,0,0,0,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,77,3,0,3,1,91.667,91.667,3.571,95.238,91.667,3.571,95.238,95.062,95,90,1,0,4,0,94.737,94.737,1.053,95.789,95.789,94.737,1.053,95.789,98.901,66,85.714,85.714,66,73.333,73.333
2022-06-19,115045,"MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST","2000 WARM SPRINGS RD",COLUMBUS,GA,31904,7063242251,Muscogee,Y,Y,0,61,0,89,0,24,0,9,166,97,0,95,0,0,"","","","",0,0,917.53,92.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,81,6,0,11,0,82.653,82.653,6.122,88.776,82.653,6.122,88.776,93.103,"","","","","","",95.745,"","",96.809,"","","","","",65,80.247,80.247,"",45.556,""
2022-06-19,115090,"BROWN HEALTH AND REHABILITATION","545 COOK STREET",ROYSTON,GA,30662,7062451900,Franklin,Y,Y,0,32,0,91,0,60,0,12,100,76,0,72,0,0,Y,N,Y,N,0,0,1197.37,157.89,N,N,0,0,0,0,Y,N,"","","","","","","","","","","",0,0,0,0,0,0,"","","","","","","","",76,68,1,0,7,0,89.474,89.474,1.316,90.789,89.474,1.316,90.789,98.551,109,106,0,0,0,3,97.248,97.248,0,97.248,97.248,97.248,0,97.248,97.248,54,79.412,79.412,46,43.396,43.396
